"キーCD","受注品番","サプライヤーコード","メーカー品番","メーカー名","商品の説明","メーカー品名","ブランド","シリーズ","規格コード","販売開始日","日本語表記"
"4901755459456","4901755459456","S110521770","006905532","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。ピンク地に茶色の小さなウサギがたくさん遊んでいる可愛らしいデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー L 花うさぎ桃",,,"4901755459456",,"MRO"
"4901755459463","4901755459463","S110521770","006905540","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。オリーブをモチーフにしたナチュラルテイストのデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー S オリーブガーデン",,,"4901755459463",,"MRO"
"4901755459470","4901755459470","S110521770","006905541","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだレジ袋です。オリーブをモチーフにしたナチュラルテイストのデザイン。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","レジ袋 バイオハンドハイパー M オリーブガーデン",,,"4901755459470",,"MRO"
"4901755209532","4901755209532","S110521770","002122989","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール B4用-280 4mm厚 無地",,,"4901755209532",,"MRO"
"4901755209556","4901755209556","S110521770","002122990","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール B4用-320 4mm厚 無地",,,"4901755209556",,"MRO"
"4901755209563","4901755209563","S110521770","002122991","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール A3用-190 4mm厚 無地",,,"4901755209563",,"MRO"
"4901755209587","4901755209587","S110521770","002122992","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール A3用-240 4mm厚 無地",,,"4901755209587",,"MRO"
"4901755209594","4901755209594","S110521770","002122993","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール A3用-280 4mm厚 無地",,,"4901755209594",,"MRO"
"4901755209648","4901755209648","S110521770","002122994","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール B3用-240 4mm厚 無地",,,"4901755209648",,"MRO"
"4547432009844","4547432009844","S110521770","006616615","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2515 紐なし ブルー",,,"4547432009844",,"MRO"
"4547432009240","4547432009240","S110521770","006616166","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2506 紐なし ",,,"4547432009240",,"MRO"
"4547432009257","4547432009257","S110521770","006616167","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2507 紐なし ",,,"4547432009257",,"MRO"
"4547432009264","4547432009264","S110521770","006616168","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2508 紐なし ",,,"4547432009264",,"MRO"
"4547432009271","4547432009271","S110521770","006616169","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2509 紐なし ",,,"4547432009271",,"MRO"
"4547432009288","4547432009288","S110521770","006616170","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2510 紐なし ",,,"4547432009288",,"MRO"
"4547432009295","4547432009295","S110521770","006616171","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2511 紐なし ",,,"4547432009295",,"MRO"
"4547432009301","4547432009301","S110521770","006616172","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2512 紐なし ",,,"4547432009301",,"MRO"
"4547432009318","4547432009318","S110521770","006616173","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2513 紐なし ",,,"4547432009318",,"MRO"
"4547432009325","4547432009325","S110521770","006616174","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2514 紐なし ",,,"4547432009325",,"MRO"
"4547432009332","4547432009332","S110521770","006616175","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2515 紐なし ",,,"4547432009332",,"MRO"
"4547432009349","4547432009349","S110521770","006616176","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2516 紐なし ",,,"4547432009349",,"MRO"
"4547432009356","4547432009356","S110521770","006616177","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2517 紐なし ",,,"4547432009356",,"MRO"
"4547432009363","4547432009363","S110521770","006616178","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2518 紐なし ",,,"4547432009363",,"MRO"
"4547432009370","4547432009370","S110521770","006616179","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2519 紐なし ",,,"4547432009370",,"MRO"
"4547432009387","4547432009387","S110521770","006616180","SWAN","厚み25ミクロンのシリーズです。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2520 紐なし ",,,"4547432009387",,"MRO"
"4901755408492","4901755408492","S110521770","006607250","HEIKO","スーパーマーケットなどでおなじみの、極薄HDポリ袋です。ロール状タイプで、ミシン目から一枚ずつ切り放して使います。エンボス付きのため開封性に優れています。お惣菜などのお持ち帰り用や、一時的な仕分けなどに。厚み0.005mm。食品衛生法規格基準適合商品です。●紙管の内径:30mm","極薄HDポリ袋 エンボスロール No.11 ",,,"4901755408492",,"MRO"
"4901755408508","4901755408508","S110521770","006607251","HEIKO","スーパーマーケットなどでおなじみの、極薄HDポリ袋です。ロール状タイプで、ミシン目から一枚ずつ切り放して使います。エンボス付きのため開封性に優れています。お惣菜などのお持ち帰り用や、一時的な仕分けなどに。厚み0.005mm。食品衛生法規格基準適合商品です。●紙管の内径:30mm","極薄HDポリ袋 エンボスロール No.11W ",,,"4901755408508",,"MRO"
"4901755518573","4901755518573","S110521770","006609504","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオHDゴミ袋 #015 45L 半透明",,,"4901755518573",,"MRO"
"4901755518580","4901755518580","S110521770","006609505","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオHDゴミ袋 #018 70L 半透明",,,"4901755518580",,"MRO"
"4901755518597","4901755518597","S110521770","006609506","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオHDゴミ袋 #02 90L 半透明",,,"4901755518597",,"MRO"
"4901755518603","4901755518603","S110521770","006609507","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオLDゴミ袋 #025 30L 透明",,,"4901755518603",,"MRO"
"4901755518610","4901755518610","S110521770","006609508","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオLDゴミ袋 #025 45L 透明",,,"4901755518610",,"MRO"
"4901755518627","4901755518627","S110521770","006609509","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオLDゴミ袋 #035 70L 透明",,,"4901755518627",,"MRO"
"4901755518634","4901755518634","S110521770","006609510","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオLDゴミ袋 #04 90L 透明",,,"4901755518634",,"MRO"
"4901755310801","4901755310801","S110521770","006604998","HEIKO","ゴミを詰め込みしても伸びが良く破れにくい、3層タイプの強力ゴミ袋です。","ハイパワー半透明ゴミ袋 20L #010(3層)",,,"4901755310801",,"MRO"
"4901755310818","4901755310818","S110521770","006604999","HEIKO","ゴミを詰め込みしても伸びが良く破れにくい、3層タイプの強力ゴミ袋です。","ハイパワー半透明ゴミ袋 30L #011(3層)",,,"4901755310818",,"MRO"
"4901755310719","4901755310719","S110521770","006604030","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 8L 無地 白",,,"4901755310719",,"MRO"
"4901755310726","4901755310726","S110521770","006604031","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 10L 無地 白",,,"4901755310726",,"MRO"
"4901755310764","4901755310764","S110521770","006604032","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 15L 無地 白",,,"4901755310764",,"MRO"
"4901755310771","4901755310771","S110521770","006604033","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 20L 無地 白",,,"4901755310771",,"MRO"
"4901755310788","4901755310788","S110521770","006604034","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 30L 無地 白",,,"4901755310788",,"MRO"
"4901755310795","4901755310795","S110521770","006604035","HEIKO","ご家庭のごみ袋や野菜の小分けなどあれこれ便利な持ち手付きのポリ袋です。ベロが長いのでしっかりと結ぶ事が出来ます。中身が見えにくい白無地タイプです。","持ち手付きポリ袋 45L 無地 白",,,"4901755310795",,"MRO"
"4901755310832","4901755310832","S110521770","006605110","HEIKO","紐を引いて袋の口を結べるゴミ袋です。簡単でしっかり密閉できるので手も汚れず衛生的です。容量いっぱいにゴミを詰める事ができて経済的です。便利なBOXティッシュタイプで1枚ずつ取り出せます。","結べるひも付きゴミ袋 30L BOXタイプ 半透明",,,"4901755310832",,"MRO"
"4901755310849","4901755310849","S110521770","006605111","HEIKO","紐を引いて袋の口を結べるゴミ袋です。簡単でしっかり密閉できるので手も汚れず衛生的です。容量いっぱいにゴミを詰める事ができて経済的です。便利なBOXティッシュタイプで1枚ずつ取り出せます。","結べるひも付きゴミ袋 45L BOXタイプ 半透明",,,"4901755310849",,"MRO"
"4901755310825","4901755310825","S110521770","006605010","HEIKO","食品容器回収用の大型袋です。3層タイプで強度があり、ガゼット付きで回収ボックスにもフィットします。通常のゴミ袋としてもお使い頂けます。","3層超大型ガゼットポリ袋 LL #02(3層)",,,"4901755310825",,"MRO"
"4901755411065","4901755411065","S110521770","006648500","HEIKO","ロールタイプのレジ袋型の手提げポリ袋です。20枚が縦に繋がった状態で包装されています。くるくると回してミシン目でカットして、お使い頂く事ができます。ゴミ箱の底に置いたり、コンパクトなのでかばんに入れてお買い物に使ったりと、毎日の生活に大変便利です。食品衛生法規格基準適合商品です。","手提げポリ袋 ロールタイプ手さげ袋 10L 白",,,"4901755411065",,"MRO"
"4901755411072","4901755411072","S110521770","006648501","HEIKO","ロールタイプのレジ袋型の手提げポリ袋です。20枚が縦に繋がった状態で包装されています。くるくると回してミシン目でカットして、お使い頂く事ができます。ゴミ箱の底に置いたり、コンパクトなのでかばんに入れてお買い物に使ったりと、毎日の生活に大変便利です。食品衛生法規格基準適合商品です。","手提げポリ袋 ロールタイプ手さげ袋 15L 白",,,"4901755411072",,"MRO"
"4547432009394","4547432009394","S110521770","006616609","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2509 紐なし ブルー",,,"4547432009394",,"MRO"
"4547432009790","4547432009790","S110521770","006616610","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2510 紐なし ブルー",,,"4547432009790",,"MRO"
"4547432009806","4547432009806","S110521770","006616611","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2511 紐なし ブルー",,,"4547432009806",,"MRO"
"4547432009813","4547432009813","S110521770","006616612","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2512 紐なし ブルー",,,"4547432009813",,"MRO"
"4547432009820","4547432009820","S110521770","006616613","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2513 紐なし ブルー",,,"4547432009820",,"MRO"
"4547432009837","4547432009837","S110521770","006616614","SWAN","厚み25ミクロンのシリーズです。異物混入の対策に有効な青色です。吊り下げ用の紐は付いておりません。","LD規格ポリ袋  ポリエチレン袋 No.2514 紐なし ブルー",,,"4547432009837",,"MRO"
"4901755408584","4901755408584","S110521770","006607252","HEIKO","スーパーマーケットなどでおなじみの、極薄HDポリ袋です。ロール状タイプで、ミシン目から一枚ずつ切り放して使います。エンボス付きのため開封性に優れています。お惣菜などのお持ち帰り用や、一時的な仕分けなどに。厚み0.005mm。食品衛生法規格基準適合商品です。●紙管の内径:30mm","極薄HDポリ袋 エンボスロール No.12 ",,,"4901755408584",,"MRO"
"4901755408591","4901755408591","S110521770","006607253","HEIKO","スーパーマーケットなどでおなじみの、極薄HDポリ袋です。ロール状タイプで、ミシン目から一枚ずつ切り放して使います。エンボス付きのため開封性に優れています。お惣菜などのお持ち帰り用や、一時的な仕分けなどに。厚み0.005mm。食品衛生法規格基準適合商品です。●紙管の内径:30mm","極薄HDポリ袋 エンボスロール No.12W ",,,"4901755408591",,"MRO"
"4901755408607","4901755408607","S110521770","006607254","HEIKO","スーパーマーケットなどでおなじみの、極薄HDポリ袋です。ロール状タイプで、ミシン目から一枚ずつ切り放して使います。エンボス付きのため開封性に優れています。お惣菜などのお持ち帰り用や、一時的な仕分けなどに。厚み0.005mm。食品衛生法規格基準適合商品です。●紙管の内径:30mm","極薄HDポリ袋 エンボスロール No.13 ",,,"4901755408607",,"MRO"
"4901755410051","4901755410051","S110521770","006694635","HEIKO","ティッシュのように1枚ずつ取り出せる便利な極薄強化ポリ袋です。横マチ付きで中口開き(開口性)が抜群に良くなり、作業性がUPします。食品衛生法規格基準適合商品です。","HDマチ付ポリパック袋入 18-30 ",,,"4901755410051",,"MRO"
"4547432421004","4547432421004","S110521770","006763103","SWAN","曇りにくく、水滴がつきにくいOPPフィルムを使用し、青果物の包装に適したポリ袋です。4か所穴ありタイプ。食品衛生法規格基準適合商品です。","ボードンパック #20 No.3 穴あり プラマーク入り",,,"4547432421004",,"MRO"
"4901755458237","4901755458237","S110521770","006960900","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。","手抜きポリ袋 バイオハンディバッグ Y3S ティータイム",,,"4901755458237",,"MRO"
"4901755458244","4901755458244","S110521770","006960901","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。","手抜きポリ袋 バイオハンディバッグ YSS ティータイム",,,"4901755458244",,"MRO"
"4901755459029","4901755459029","S110521770","006660150","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きポリ袋です。お菓子の箱やパン等を入れやすいサイドガゼットタイプ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。●両面印刷【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだポリ袋です。","手抜きポリ袋 バイオHDポリ SG19-35 ティータイム",,,"4901755459029",,"MRO"
"4901755459036","4901755459036","S110521770","006660151","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きポリ袋です。お菓子の箱やパン等を入れやすいサイドガゼットタイプ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。●両面印刷【印字内容】この袋はサトウキビ由来のバイオマス成分を２５％含んだポリ袋です。","手抜きポリ袋 バイオHDポリ SG26-37 ティータイム",,,"4901755459036",,"MRO"
"4901755414868","4901755414868","S110521770","006996600","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きポリ袋です。お菓子の箱やパン等を入れやすいサイドガゼットタイプ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオHDポリ SG19-35 白",,,"4901755414868",,"MRO"
"4901755414875","4901755414875","S110521770","006996601","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きポリ袋です。お菓子の箱やパン等を入れやすいサイドガゼットタイプ。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。買い物客に有償でお渡しすることも考慮し、本体１枚１枚にパッケージとは異なるＪＡＮコードを印字してあります。","手抜きポリ袋 バイオHDポリ SG26-37 白",,,"4901755414875",,"MRO"
"4901755458251","4901755458251","S110521770","006960902","HEIKO","生物由来の有機資源を原料としたバイオマス成分を２５％含んだ手抜きタイプのポリ袋です。底マチが広いため、食パンや大きめの箱などを入れるのに適しています。バイオマスマーク取得済みで、「プラスチック製買物袋有料化制度」の対象外とすることが可能です。主原料のサトウキビは、育成時に光合成をして大気中のＣＯ２を吸収するため、石油化学由来の原料と比較すると大幅なＣＯ２の削減に貢献します。※穴から下の高さは多少前後する場合があります。","手抜きポリ袋 バイオハンディバッグ YS ティータイム",,,"4901755458251",,"MRO"
"4547432427105","4547432427105","S110521770","006798482","SWAN","「ピュアパック」は海外製フィルムを使用したエコノミータイプのOPP袋です。S(サイドシール)シリーズは封緘テープは付いておりません。長3封筒サイズ。A4横三つ折りサイズ等を入れるのに適しています。厚み0.04mmの厚口タイプです。食品衛生法規格基準適合商品です。","OPP袋 ピュアパック 04S 12-23.5(長3サイズ) ",,,"4547432427105",,"MRO"
"4547432427181","4547432427181","S110521770","006798492","SWAN","「ピュアパック」は海外製フィルムを使用したエコノミータイプのOPP袋です。Tシリーズは作業性の良いテープ付でワンタッチで封ができます。長3封筒サイズ。A4横三つ折りサイズ等を入れるのに適しています。厚み0.04mmの厚口タイプです。食品衛生法規格基準適合商品です。","OPP袋 ピュアパック 04T 12-23.5(長3サイズ) ",,,"4547432427181",,"MRO"
"4547432427136","4547432427136","S110521770","006798485","SWAN","「ピュアパック」は海外製フィルムを使用したエコノミータイプのOPP袋です。S(サイドシール)シリーズは封緘テープは付いておりません。A4判等を入れるのに適しています。厚み0.04mmの厚口タイプです。食品衛生法規格基準適合商品です。","OPP袋 ピュアパック 04S 22.5-31(A4用) ",,,"4547432427136",,"MRO"
"4547432427211","4547432427211","S110521770","006798495","SWAN","「ピュアパック」は海外製フィルムを使用したエコノミータイプのOPP袋です。Tシリーズは作業性の良いテープ付でワンタッチで封ができます。A4判等を入れるのに適しています。厚み0.04mmの厚口タイプです。食品衛生法規格基準適合商品です。","OPP袋 ピュアパック 04T 22.5-31(A4用) ",,,"4547432427211",,"MRO"
"4901755518566","4901755518566","S110521770","006609503","HEIKO","生物由来の有機資源を原料としたバイオマス成分を25%含んだゴミ袋です。主原料のサトウキビは、育成時に光合成をして大気中のCO2を吸収するため、石油化学由来の原料と比較すると大幅なCO2の削減に貢献します。","バイオHDゴミ袋 #013 30L 半透明",,,"4901755518566",,"MRO"
"4901755209419","4901755209419","S110521770","002122986","HEIKO","小物の梱包や配送に便利なスタンダード型の小型段ボール箱です。","段ボール A4用-300 2mm厚 無地",,,"4901755209419",,"MRO"
"4901755209426","4901755209426","S110521770","002122987","HEIKO","一般的な厚み5mm厚ダンボールより20%薄く、在庫スペースの削減が可能。多用途にお使いいただけます。","段ボール B4用-180 4mm厚 無地",,,"4901755209426",,"MRO"
"4901755404814","4901755404814","S110521770","006630033","HEIKO","コンテナ容器を効率よく繰り返し、かつ衛生的に活用するためのポリ袋です。サイドガゼット付き。食品衛生法規格基準適合商品です。","ポリ袋 コンテナ用 ワンサイズ ナチュラル",,,"4901755404814",,"MRO"
"4901755659009","4901755659009","S110521770","004248044","HEIKO","中身が見えて美味しさがわかる窓付き食品箱です。ランチやサンドイッチ、フルーツなどを入れるのにおすすめです。組立式の商品です。※食品の長期保存には適しません。●電子レンジ使用可●オーブン使用不可●入数:20枚","食品箱 ネオクラフト 窓付BOX M クラフト",,,"4901755659009",,"MRO"
"4901755659023","4901755659023","S110521770","004248045","HEIKO","中身が見えて美味しさがわかる窓付き食品箱です。ランチやサンドイッチ、フルーツなどを入れるのにおすすめです。組立式の商品です。※食品の長期保存には適しません。●電子レンジ使用可●オーブン使用不可●入数:20枚","食品箱 ネオクラフト 窓付BOX L クラフト",,,"4901755659023",,"MRO"
"4901755644098","4901755644098","S110521770","004284919","シモジマ","イベントなどで活躍する、紙製のミニトレーです。プラごみの削減、廃棄の際に洗浄の必要も無く、そのまま可燃ごみとして処理できるので効率的です。●電子レンジ使用不可●オーブン使用不可●入数:100枚","試食皿 13H 1120809",,,"4901755644098",,"MRO"
"4537430420796","4537430420796","S110521770","004430073","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約250g●入数:50枚","折蓋弁当容器 TA70-170A(50) 赤",,,"4537430420796",,"MRO"
"4537430420802","4537430420802","S110521770","004430074","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約250g●入数:50枚","折蓋弁当容器 TA70-170A(50) 黒",,,"4537430420802",,"MRO"
"4537430420758","4537430420758","S110521770","004430075","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約300g●入数:50枚","折蓋弁当容器 TA70-200A(50) 赤",,,"4537430420758",,"MRO"
"4537430420765","4537430420765","S110521770","004430076","アクタ","折蓋タイプの弁当容器です。4点を押すとかん合します。中身がもれにくいので、マイバッグでも安心です。●電子レンジ使用可●オーブン使用不可●耐油性:あり●耐熱温度:100℃●ごはんの量:約300g●入数:50枚","折蓋弁当容器 TA70-170A(50) 黒",,,"4537430420765",,"MRO"
"4580553814454","4580553814454","S110521770","004464302","エースパック","料理が映えるテイクアウト用のスキレット型容器です。スキレットとは鉄製の小さなフライパンを指し、そのまま皿としても使用できるお洒落な調理器具で、本物そっくりな見た目で“できたて""を演出することができます。内嵌合フタ「スキレットフタ」は別売です。●電子レンジ使用可●オーブン使用不可●耐熱温度:130℃●入数:50枚","テイクアウト容器 スキレット 本体  黒",,,"4580553814454",,"MRO"
"4580553814478","4580553814478","S110521770","004464303","エースパック","テイクアウト用のスキレット型容器「スキレット」の専用内嵌合フタです。●電子レンジ使用不可●オーブン使用不可●耐熱温度:80℃●入数:50枚","テイクアウト容器 スキレット フタ  ",,,"4580553814478",,"MRO"
"4580553825474","4580553825474","S110521770","004464304","エースパック","カフェで、お家で映える紙製テイクアウト容器です。別売の中皿(クリア･黒)･中皿フタと組み合わせて、ご飯や麺類と具材を分けて盛ることが出来ます。中皿フタと紙容器がボタン嵌合でパチンと止まります。紙容器が展開できるようになってるのでパーティー開けでお皿にもなります。●電子レンジ使用可●オーブン使用不可●耐熱温度:110℃●ごはん:約200g/麺類:約120g●入数:25枚","テイクアウト容器 カフェキュートボックス 本体  クラフト",,,"4580553825474",,"MRO"
